tweet_text;sentiment
@seqimiyayi Elcebbarê kurê Henoyê Niso :);Positivo
@joaolongp No escritório que eu trabalho, só tem eu e um veio de 50 anos com crise de idade :D;Positivo
@guimaraesfagner @kenfujioka Não, provavelmente foi por ensaio e erro + amnésia da fonte kkk :);Positivo
vou ignorar o facto de ter caído um frasco em cima do meu peito e por sorte os vidros n me espetaram :);Positivo
Replay deu bom? — Deu :) https://t.co/Ees0xf8Z7G;Positivo
"@paodeacucar Entendi...gasto muito, então sou ""beneficiado"" em precisar atingir valor maior! Bem lógico :)";Positivo
Bom dia! Segunda chegou com resenha do novo livro de uma das autoras que mais gosto: L.H. Cosway. Showmance foi um amor e eu estava realmente animada por, finalmente, conhecer mais sobre a história do Jullian. Vem conferir a resenha de Fauxmance :) https://t.co/fFNSVEtbJX;Positivo
@thsneves Olá, a inauguração está prevista para agosto de 2019. :);Positivo
Vai Tomar No Cu! :) https://t.co/rlDkbhJVKH;Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — A COTA DO FORMIGA :) https://t.co/4Fx2P1SW8x;Positivo
@sobrenomeotaria Não é um grupo do IFRN. Conseguimos a sala de teatro de lá através de um edital de residência para grupos de Teatro local. Aí vamos ocupar lá por 1 ano. Que é de processo do nosso espetáculo. Próximo mês vamos dar uma oficina que vai ser ;Positivo
@_michellebruna @capirojesca @notasaleatorias @BloodyMaia O foda é tempo pra treinar, né? :);Positivo
@dudannn3 Não da pra brigar sempre :p;Positivo
O carro da minha mãe avariou ontem e estamos de férias :))))));Positivo
@Primo_Resmungao pronto... depois combinamos a hora e o local para eu te pagar por teres dito isso, conforme combinado. :);Positivo
@websantoro Obrigada, mas não é pra mim, é pra umas meninas que eu vou mentorar. Já tenho na lista alguns cursos free da Udemy, queria conhecer cursos recomendados de outros locais :);Positivo
o meu irmão acabou de me dizer q tem um amigo a chegar cá a casa e eu no sofá ainda de pijama :) fse;Positivo
O mesmo p ti :) https://t.co/dPoYbx7U2E;Positivo
Estão 30 graus e eu a trabalhar ao sol :);Positivo
@UnicorniaDixon Posso sempre fazer uma sequela :p;Positivo
Aparentemente a @digaoi está resolvendo meu problema! Nunca tive problemas com a Oi, o único até hoje foi com essa atendente que foi infeliz solicitando portabilidade sem eu pedir. A internet e os benefícios na minha casa estão ótimos :);Positivo
@vivipster só pra te lembrar o meu é 23 de março. :);Positivo
Diogo conta aquilo que idealizou e arranca gargalhadas a todos os concorrentes. :D Love on Top #loveontoptvi https://t.co/Odez7YL2hZ;Positivo
@LojaBlastCraft peguei uma conta no ganhar minecraft e to no hypixel gg Melhor loja :D;Positivo
@ineedushop Mandei a DM, vou ficar com a vaga :);Positivo
@Neo_SpecialRs lulz :D;Positivo
bem o capeloa mandou-me com um copo na cabeça e agora estou com um corte na testa :);Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — Paçoca :) https://t.co/2nKk82CddK;Positivo
@gabrieldivan @AsMathildas @igornatusch Obrigada pela dica, Divan! Já adicionei @AsMathildas no meu agregador! :D E realmente, transito por ambos e posso dizer que há um ambiente muito tóxico no mundo dos nerds e do rock. :/;Positivo
Eu adoro grosseria gratuida de manhã :);Positivo
@PedroPaiva1977 fónix!! O que tu foste ler! Tudo ao contrário! :);Positivo
@do_chato @ivoneuman @rosana Que bom que curtiu, meu caro :);Positivo
@diogosm00 Foi oq eu disse :);Positivo
Bom dia Rh do trabalho novo ligando nos empregos anteriores que tive :D Só boa referência filha da puta;Positivo
"""colar não vai te ajudar em nada"" bom, eu tô usando minhas colas como revisão na faculdade :)";Positivo
@MauroNakada meu pai :);Positivo
@quadenarrativa vai virar poster e camiseta :) inclusive o apoiador de 20 reais vai ganhar esse poster automaticamente. mas rapaz, se vc souber de algum lugar que faça camiseta boa, fala comigo! pq por hora eu to com uma lojinha só na redbubble e pra muit;Positivo
@mayumiste Fica não mulher, confio em você :p;Positivo
@shinjoao Cara, já pensou em fazer uma blusa desse desenho? Do jeito que está mesmo? Divulgar mais #leda, xará :);Positivo
@rafavixxbts @lesbiatae @softjigukk sinceramente quando alguma minoria fala sobre algo tenta sair um pouco da sua bolha de privilégio pra ao menos entender o pq a pessoa se incomodou com isso ou aquilo, te garanto que vc vai conseguir absorver bem melhor ;Positivo
Para a vida melhorar, para juntos poder caminhar: Lula lá! :) https://t.co/mpECVWB1tJ;Positivo
"@ruidavid ehehe proj elebarado nos serviços. por ""protocolo"" (e boa vontade entre as ""forças"") d diferentes eleitos d local :) :))) vou ter q andar em cima :) se ñ quiser o desastre completo :)";Positivo
@Ribeiro54srf obrigada por informar :);Positivo
Q festa foi essa! To feliz demais, nem parece q sou eu : );Positivo
"@brfabi Hahaha aquela carinha de ""Tudo meu..."" Eu so queria que a Blizz trabalhasse o cabelo em chapéu. Unica coisa que me incomoda. :)";Positivo
bom dia pra quem automaticamente entrou no modo ansiedade e essa noite acordou de hora em hora :);Positivo
@rafi_usco Vamo marcar de fazer :);Positivo
Ok eu ganhei vcs perderam haha losers :p;Positivo
triste de nao ter respondido as mensagens ontem, mas feliz de acordar com elas :));Positivo
Bom dia! Ótima semana a todos! :);Positivo
@yorranoliveiraa Feliz aniversário! Tudo de bom pra você,muita paz,saúde,dinheiro,amor,sucesso,alegria e tudo que há de bom. Que Deus te abençoe e ilumine seu caminho,que todos seus sonhos se realizem e todas suas metas sejam alcançadas. Parabéns,tmj :);Positivo
Vou mudar de óculos :)));Positivo
@carlosgpinto @nuvensdefumo Então fui eu que não percebi o teu twit. :-);Positivo
Saio UMA ÚNICA VEZ À RUA, basta para apanhar um escaldão na cara :);Positivo
@senhoretti_ Não. Diferentemente da portabilidade tradicional, em que você deveria efetuar a solicitação da portabilidade pessoalmente na agência da conta-salário, a Portabilidade de Salário digital acontece de forma 100% online. :);Positivo
@micheltelo Ola Mi :) Feliz semana nova :);Positivo
@cemetrosereia Eu é que estou!!!! xD quando quiseres apita :p;Positivo
meu salário já era em bolívar soberano... agora faz sentido :P;Positivo
Quero bué combinar com a marta, a gabi e a joana para irmos à piscina :));Positivo
a dica ta dada agora se te subiu a verdade a cabeça, manda dm :P;Positivo
@miaalmeidaa não sou eu sou a favor de tudo o que te faça feliz! :);Positivo
@aperteoalt Explorando o céu com uma luneta :);Positivo
@JSnotario Tendo em conta que trabalho e sempre trabalhei no sector privado e não tenho sequer seguro de saúde, esse argumento não faz sentido :);Positivo
@Joao_Prado Que legal, João! ?? Vocês se divertiram? :D;Positivo
@joaoadario Bom dia :) No marketplace do Submarino. Veja os entregues por eles.;Positivo
b dia bebam bastante água e se alimentem direito adoro vcs :);Positivo
@fgsguedes @GuiaBolso @ynab @organizze Boa! Eu queria muito ter feito o YNAB funcionar pra mim, mas achei o software e a lógica de budget muito confusa e trabalhosa de manter, vou ver se consigo com o Organizze! :);Positivo
@godtwitting @foofighters Que Deus a ajude se manter na boa música! Parabéns pela influência. :);Positivo
@larikaliane Que eu sou minimamente muito foda. :P;Positivo
@etwasmit_D BnHA Season 3 :D;Positivo
"Gostei de um vídeo @YouTube https://t.co/4wZqgSldWO | ""Macaco velho não mete a mão em cumbuca."" :D";Positivo
Nao te digo quem sou pk tenho vergonha mas já estive contigo , adoro o teu riso adoro o teu sentido de humor , és perfeita miú... — Ahaha obrigada!!!!! :))) https://t.co/9TJdcnlxVh;Positivo
@edsongoulart Olá Edson, como vai? Ficamos muito felizes em saber que o seu caso foi resolvido! Poderia por favor nos informar o CPF do titular do seguro apenas para registrarmos o seu caso? Aguardamos o seu retorno! Boa semana :D;Positivo
resumo: tratem muito bem dos vossos telemóveis, são preciosos e não querem ficar sem eles :))))));Positivo
"@melinwonderland Gosto de quem fala ""não é publi mas pode ser, entra em contato comigo marca x"" mas gosto mesmo bons YT fazendo publi e ganhando dinheiro :)";Positivo
#trabajos #trabajar Uork en Pinterest: https://t.co/msNkZ1JLNZ Te esperamos :);Positivo
E pra começar a semana! Aqui vai o Hino da vitória! o/ Isso é cantar! :) https://t.co/Jqs335HZhu;Positivo
Fui fazer o almoço e distraída como sou esqueci-me de por sal na comida :) :/;Positivo
Tenho a honra de ser parte deste elenco para Setembro :) em Serpa ! https://t.co/BANIszMBHT;Positivo
Todo dia um vídeo diferente, ative as notificações, pra não perder nenhum :) https://t.co/o9YVhFMBB0;Positivo
Pq desistiu de med? — Já respondi essa :) https://t.co/3tNAW0XiYQ;Positivo
Não posso ir para a praia por causa da queimadura :))) vou chorar um bocadinho ali para o canto;Positivo
Alguém que me faça um potezinho daqueles com frase motivacionais para ler todos os dias de manhã :);Positivo
@luizalima Pergunta muito abrangente :) Tem que ser mais específica. Constantemente ou pelo menos uma vez?;Positivo
Japi berdei @wearebandidos pasala lindo :));Positivo
@sobrenomeotaria Meu grupo ensaia na sala de teatro do IFRN, cidade Alta! :);Positivo
Portanto hoje a minha mãe n me deixou sair mas podem vir ter comigo :);Positivo
@taf @nuvensdefumo Foi isso mesmo que eu percebi. :);Positivo
Bom dia feliz :);Positivo
@patorouco05 @ManuelaDavila Moça, use vírgula então! :);Positivo
Frontem do klienta :) https://t.co/9uJw5SBfOJ;Positivo
Estou de volta :);Positivo
@mofinamendes Ouvi uns ruídos estranhos :P;Positivo
@FranciscaDiasxD então as turmas saem dia 15 :);Positivo
Nada para fazer? Bora da uma passadinha no canal do ClonexD https://t.co/Jcd6Dm7cqz :D :D;Positivo
@clarabcosta Tabom :p se o cartao passar eu pago;Positivo
@gabelelas nem me atenderam, mas acho que tem sim, te mando inbox :);Positivo
@yoohShh @lucas_dejsilva Obrigado pelo feedback. A ideia é pra quem está iniciando mesmo. Fico muito feliz que tenha gostado. :);Positivo
Olhem eu daqui a um mês :) https://t.co/g8y0lNUqRg;Positivo
MALTAAAA :D mais um cover! Espero que gostem e, se for o caso, subscrevam o meu canal - PUDIM FLÃ! Link: https://t.co/14P4lUvM7I https://t.co/PS3jZglX9X;Positivo
@hipopotam_us Essah :);Positivo
Bom dia :) @SaoPauloFC https://t.co/UiLkvS31MR;Positivo
Ceo e criador do Gab divulgando a mensagem de @jairbolsonaro eu tbm estou lá, sigam :) https://t.co/NqKFChGKXq #BolsonaroNoGab #BolsonaroPresidente2018 https://t.co/yZY1TSZnP6;Positivo
eu sabia que via @itsceeci diariamente em algum lugar: outdoor da unimed natal. :D;Positivo
@barros_3_ Eu não estava a ser irónica na primeira parte :)) não te quero ver triste oh otario;Positivo
vou matar todas as aulas hoje :);Positivo
@seqimiyayi Ew Elcebbarê tu qala wî dikî nêzê wî ye :);Positivo
@startupdareal @elpais_brasil fica a dica @flaviamarreiro :);Positivo
@TaehyungLAVA @Alline_Santos17 @Oibolorosa @louwtll @insanewtmasx @btswear desculpa incomdar vcs :p;Positivo
Na sala Joana procura pelo «noivo» e Diogo sugere que seja feito um «casamento moderno» na casa com ele a fazer de padre. :D TVI Reality #loveontoptvi https://t.co/KtdOFSfrPP;Positivo
E para isso, Gerentes agora atenderão sem camisa e de cuecas :) https://t.co/zuYVVxYMe9;Positivo
Bom dia só p quem já fez funcional e já treinou hj :);Positivo
@Paulo___Mendes Sem falar na esperança de ver o @GearsViking subindo no palco com a camiseta da @BrasilGameShow!!!!! :) #RodInBrazil #IssoAquiÉBGS;Positivo
eu amo-te @shapshifting :)) https://t.co/S5O3W1tcCP;Positivo
ou comida chinesa :p https://t.co/dyO5ZfZttN;Positivo
~Prefiro seu cabelo assim ~Prefiro seu cabelo assado E eu prefiro que vc não de sua opinião sem ngm ter pedido mas nem tudo é perfeito, né :);Positivo
@marciap40 @folhailustrada A @Kefera é formada em teatro, pela escola de teatro de Curitiba, já fez filmes, temporadas em teatro e várias outras coisas além do youtube. Sei que provavelmente você não a conhece porque não é o público que a segue, mas acho ;Positivo
@thehoesofar PILAS TAMBEM SERVEM PARA FURAR, E HA SEMPRE HOMENS NA RUA :);Positivo
Oi amores sigam @ArthurPereiraR6 :);Positivo
@DuboisPietra Por isso eu decidi estudar computação :p;Positivo
@CarolTex1 Pq estou bem desprevenida e linda ao msmo tempo lá atrás :);Positivo
AAAAAAA OBRIGADAAAAA ???????? VAMO DE SOFRIMENTO COM FIC :D https://t.co/dmxTPZo4vC;Positivo
Atividade pra nota e eu nem sei a matéria :);Positivo
@rafinhaazamp Aproveitar aqui a oportunidade e divulgar a playlista da TM já por aqui https://t.co/wGnj5esZZ6 :);Positivo
@eliziel Que isso! Esperamos que nossos clientes consigam realizar as compras em um ambiente agradável. :D;Positivo
É com um enorme orgulho que começamos mais uma semana de trabalho! Luís Silva Dias, Executive Jury Member do @LisbonAdFest foi nomeado CEO da FBC Internacional! Os nossos mais sinceros parabéns :D Veja o artigo: https://t.co/CRY43qGIFt https://t.co/YzAi4CXXAI;Positivo
@carapuchinhagz Também há independentismo andalû! :);Positivo
presa numa lanchonete graças a Isabela :)))));Positivo
@mooritz @DarkSideBooks obrigadíssimo :);Positivo
@beatrizgilgen eu estava indo nanar quando vc me mandou mensagem... por isso não respondi :);Positivo
@Mariilustradora Olá, no que podemos ajudar? :) Abraços!;Positivo
@williangordox Bom dia Gordox , quando vai rolar aquela live de qualidade prata? Hahahaha :);Positivo
@mariifreitasr pedi pro cara completar o tanque paguei blz dps q sai do posto eu vi q o tanque n tava cheio, perdi uns 20 reais n peguei nota nem nada :);Positivo
@nuno_3885 Mas vou te amar ainda mais se fores ao kasa :)));Positivo
No início da noite, para se jogar o jogo, foi necessário utilizar uma venda. :p TVI Reality #loveontoptvi https://t.co/HiTVIk9Clv;Positivo
Bdia só pra quem pagou academia e já faz 3 semanas que não vai :);Positivo
@jobsmachado Olá, na verdade essa é uma atualização do sistema. Mandamos uma mensagem explicando melhor. Espero que te ajude. Qualquer dúvida, conte conosco :);Positivo
Pareces ser muito porreira embora um pouco tímida :) Férias no Gerês Alguns não têm tt https://t.co/U5j7ZUn1iX;Positivo
8% de bateria... Estou morrendo :);Positivo
@Peninha_13 @fencas Não entendi nada mas curti! :);Positivo
@cattcaldas De nada linda :)));Positivo
Gustavo Nogy é engraçado. :D https://t.co/S7rMnwCp6O;Positivo
As nossas aulas podem ser para TODOS os níveis! Se você quer aprender inglês desde o mais básico até o mais avançado, a hora é essa! :) Podemos fazer aulas presencialmente ou via Skype / WhatsApp. Me manda uma DM ou e-mail! claytonkrichinak@gmail.com https://t.co/LVVoSROW8M;Positivo
@Beatriz_dsl A desculpa não tinha visto que tinha sequência :P;Positivo
Caramelo :) https://t.co/UDaGRQSP57;Positivo
@pcfilho @CrissPaiva Se a pessoa pensa que menos gente deve ter o direito de portar armas, não quer dizer que ela pense que TODO mundo não deve portar armas. Logo, apoiar o desarmamento e ainda assim andar com segurança armado não é hipocrisia. Se é certo;Positivo
+1 inscrito e o canal chega na marca de 10 subs :D Kkk;Positivo
@RevistaISTOE O empoderamento feminista tá sem limites, hein. :-);Positivo
De 5h de trabalho 3h são esperando o computador funcionar :);Positivo
Que dia ontem, vontade de morar nele :) como eu amo ser do inter ?????;Positivo
Corel Draw não estraga as artes, Pessoas estragam as artes :P;Positivo
Por mt q eu queira falar c uma pessoa pela 1x nc na vida vou ser eu a mandar msg primeiro pq isso implica ter de ser eu a meter conversa e eu sou uma merda a fazê-lo :-) concluindo odeio-me;Positivo
@joanaffcosta Na boa :));Positivo
@alia_wong De nada :) ??;Positivo
@larissaregia Vou jogar tudo na minha listinha. Mas pro francês eu vou precisar da boa e velha legenda já que todo meu vocabulário vem de um verso de lady marmalade :p;Positivo
A Diana só me faz passar vergonhas :);Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — McChicken :) https://t.co/bzMh0Dmhyp;Positivo
já só quero que a 3temporada de Riverdale saia :)));Positivo
@egualoki Esse espaço será obrigatório na minha residência. :-);Positivo
Quer me deixar feliz é só me dar um paozinho com peito de peru e queijo prato logo cedo.... além do cappuccino, óbvio :);Positivo
eu so muito boa na base do argumento :);Positivo
@ramonrnm Ah, sim! É que o texto daria para ambas as ocasiões :-);Positivo
mt mt querida, curti mt ter me aproximado de ti esse ano :);Positivo
I am so proud of my socks, they make me smile :) (More on my stories) happysocks #HappinessEverywhere #HappySocks --- Muito orgulhosa das minhas meias, muito fofas :) (tem mais no… https://t.co/YmdZIXscDl;Positivo
@TheVikasKhanna @PetitWTC @simonlchinn acha..acha. :);Positivo
olha isso @eltonfreitas13 :-) ?? “O incrível mural de Michael Jackson feito por Eduardo Kobra em Nova York” https://t.co/kG5jY3FlfZ;Positivo
@92minutooficial @mGTS85 @rlacerda40 Só é pena não se ver este esforço quando joga contra os vizinhos :);Positivo
tou sozinha em casa e bored af hmu, tenho pizza :);Positivo
@AlmasDigitales @Castro_Valin Felicidades compi @Castro_Valin :-);Positivo
@_mariana_mm Está por ordem claro :);Positivo
@marciap40 @folhailustrada Siiim, tb acho que ela tem muito que evoluir ainda como atriz e acredito que talvez a Globo seja onde ela mais vai aprender a atuar. Só quis mostrar que ela fez sucesso primeiramente pelo youtube sim, mas não faz só isso :);Positivo
countdown pro maior fardo nas costas dos estudantes em 2018 :))) q morte https://t.co/75oSBLVrHU;Positivo
@obdriftwood De nada! :);Positivo
@BoraMateus @lucifervibess vou te explicar nos corredores :D;Positivo
@BrunooGabriel68 Valeu por lembrar! Já arrumei :);Positivo
@vasck_ Obrigado por me marcar! Fico muito feliz mesmo! Boa leitura! :D;Positivo
Boom Diaa Galera,Td Bem ?? Um ótimo Dia a todos :);Positivo
Super me indicaram este livro, sinceramente eu esperava mais, mas é bem gostosinho de ler :) https://t.co/jxorrunxIF;Positivo
@miguelmacmax Eu não quero saber de ti, xau xau :);Positivo
Curitiba amanheceu com céu azul e sol brilhando bem forte. Começar segunda assim chega ser revigorante! Bom dia a todos! :)) https://t.co/65Bp5q2Mua;Positivo
@hugodmpires @bsapessoa04 @irismloureiro @MariaMilitao_ Eu quero bue fama, ya pois sigo, tenho twitter ha seculos e antes era bue fangirl e essas cenas, not ashamed :) people change;Positivo
Pessoal levem me a jovim em Setembro quero ver o toy :)) https://t.co/Ul5Ubtt9c3;Positivo
@mrs_sodre Nem fala, isso faz a diferença :D;Positivo
Ou some ou soma. Deixe de drama. :);Positivo
espero que eu esteja tão emotiva assim pq meu aniversário tá chegando :);Positivo
@EZanyar Em ê werin :);Positivo
@MendesDinei Bom diaaaaaa :);Positivo
@poraodabbc Yves: pode pular q eu te pego Olivia: ah será q eu finalmente terei amigos? ok vou pular mas me pega viu? Yves: :)))));Positivo
@thevinix_ @_demilicia1d @olltiibabe @imrklee Tire suas próprias conclusões :) https://t.co/9WQkVabe7N;Positivo
@lilgoldenneedle caferrinha@gmail.com :D;Positivo
Separando as coisinhas q irei levar pra casa da Paula para observar ela e a Giu ver Maze Runner e eu ficar perdida :);Positivo
5 gigas de conteúdo personalizado :D;Positivo
E eu os outros Biliões a ver :))) https://t.co/HTjtA9imT0;Positivo
@gabriberndt Um dia eu chego lá, mas por enquanto :P https://t.co/UYXfN6zBct;Positivo
@adoria25 Bom dia Deíse! Tudo bem com você? Poderia, por gentileza, me confirmar o seu número de pedido? Assim que consigo verificar o que aconteceu e te ajudar! :);Positivo
As pessoas tem o costume de me achar privilegiada e sortuda. Mas eu te garanto que vai muito mais além. Corra atrás, dê 100% em tudo que você faz. As oportunidades aparecem e você só abraça ela :);Positivo
@fehbelinha @cellbit @oporracellbit @whriw @starswithdnbhl @ofivia @sorrysayuri @Mileloves5SOS @SolifitiFonalFC @FelanaIsReal @G4lli_ @riggschxndler E eu aqui com 30 not por causa desde tweet :p Brigadaaa nhaaa ????;Positivo
pessoas que pensam que sao famosas , na vossa mente voces são alguem , no nosso planeta são apenas mais um peão do sistema nunca se esqueçam disso :);Positivo
@Tatian_A_ A foto ficou horrível ... mas tava gostoso tati :);Positivo
@Rosesrxm @JulliaSM3Brazil @Shawnnlovely @shatthewn @MilaaBispo @_loveyoushawn__ @carstairwin @crushhadd_ @_cah_styles @twentyexplict sorry voltei agr, tipo sempre aparece seus comenatrios na minha tl e eu sempre me identifico :);Positivo
Tu é bonito demais — aaaa mto obrigado anjo :) https://t.co/7dVKGrgAqG;Positivo
Jinê mala beqlewê li malê çê dikin ...:)));Positivo
Um gelado e salvo-vos a vossa vida :) https://t.co/foxaLlL3Hv;Positivo
@inmybadland @stynervous @shawncrime @selwnagfeels @shawnpoetical @protectdeIena serio???? aaaaa obrigada ???? pode me chamar na dm pra gente conversar :));Positivo
@__SMAS__ acha acha :p;Positivo
Madrugando certo!? Confira os vídeos desse canal!!! Recomendo :) https://t.co/HJX8rCFJDi;Positivo
Se o insta as merece, então o Twitter não é exceção :) https://t.co/USnHpgqkOE;Positivo
Pra ficar de olho!! :) https://t.co/EOrk865KDu;Positivo
@N3l1nh0 então, desconheço. :) Não fui ao concerto.;Positivo
e eu perguntei pra ela porque da pergunta, se minha aparência a incomodava :);Positivo
mr bem santoa, nao coma :);Positivo
F??DA ???????????? Bom dia, Brasil :) https://t.co/QhvFFuRUDI;Positivo
As minhas primas de Angola vieram todas e somos bue agr em minha casa jesus mas é muito engraçado e à custa disso vou agora passear ao Porto ehe :p;Positivo
@JottahDesigner Inicialmente eram assim :);Positivo
@DMConstantino @TiagoDF @FogosPt Financeiramente foram feitas algumas parcerias que suportam todos os custos. Ideias de coisas úteis, tanto para eles como as pessoas em geral seria melhor :);Positivo
@deCastro_Pedro Só me aconteceu eu chegar a horas e ele ter passado antes :))));Positivo
@nalbertwattam Tirei de um meme no Facebook :);Positivo
Eu pago facilmente a minha subscrição GOTV via Celular, Internet ou ATM daki/SIMOrede, de forma rápida, cómoda e segura, em qualquer lugar e a qualquer hora do dia , e não perco nenhum jogo do Mundial nem mesmo os meus canais favoritos :D #BCI #BCIdaqui #BCIparceria #GOTV https://t.co/4sRonmYhIP;Positivo
Agr que ia ter bons planos para o resto da semana não posso ir :))));Positivo
Só peço que não faças merda :);Positivo
@dtudoumpouco Ele tava na minha lista pra ler tinha um tempinho e eu nunca lia, depois de ler me arrependi de ter demorado tanto :);Positivo
@carlabeatrizpa1 eu esqueci de colocar que é com líquens. nao tem projeto fechado mas o grupo trabalha com sistemática, taxonomia e evolucao. ainda interessa? :);Positivo
que coisa mais maravilhosa :) https://t.co/hv92AaJ5v6;Positivo
O meu pai faz anos hoje e as primeiras coisas que ele me disse hoje foi “não gosto da última foto do Instagram, pareces muito pindérico”?? Hum...... portanto... ah...ok...tá certo :));Positivo
@JoanaBizarro estamos sempre a aprender. :);Positivo
fui lá na gráfica pra ver o preço dos convites do meu niver e amanhã eu e minha mãe vamos lá mandar fazer :);Positivo
@AliciaaFreiree é dia 17 :)))) https://t.co/HlugHe2FeG;Positivo
@rigreja brigadão cara! de coração!! Vc é dos grandes!!! :));Positivo
minha mãe vai me pagar sushi :);Positivo
Os treinos estão quase a começar :);Positivo
Bom dia, minha linda! :) https://t.co/vD23ilwvVx;Positivo
Obrigado por me seguir ! :) fabrispropertie !curta nossa fan page https://t.co/HayyQS6KEd;Positivo
"Finalmente, em nosso site: o Ensinamento ""Século XXI"" completo! :D https://t.co/F9ONImzODQ https://t.co/F9ONImzODQ";Positivo
@FrLiverpool Bravo ! :);Positivo
As pessoas que prometeram estar sempre cá para mim são as primeiras a ir :);Positivo
Se você pudesse comer uma única coisa para o resto da sua vida, o que seria? — Douradinhos e batatas fritas do mc :)) https://t.co/SbJhullhgs;Positivo
Obrigado @anaccmatos por rt o meu rt e eu achar que era uma notificações qualquer importante! :);Positivo
"""Quem manda é a Nonô!"" - quando a tua filha te começa a querer encostar às cordas!! :)) #agoranosostres https://t.co/sOPFwGPwXg";Positivo
@avengrsthor bom dia tomara que sua semana não seja tão ruim :);Positivo
fiz dois gols ontem, um desses foi muito bonitinho de esquerda contra As Nativas, queria tanto que tivessem gravado ): ):;Positivo
@BTSNewsBrasil Ah jin , ah jin jin jin, vc realmente é engraçadinho hein :))))))) ahhhh jin :))))))))));Positivo
Cancela essa semana :);Positivo
@Oubl2 e muito bem, a falta de chá que por vezes se encontra. Seja chá então, com um bom dia a acompanhar :)*;Positivo
@ozgfrt1010 Bravo :);Positivo
40 minutos, por favor :) eu moro longe kkk https://t.co/vESFnpXxF2;Positivo
@ClarapsilvaM @Carlosg60112566 @zelita258 Então desejamos que esteja tudo superbem. :) Beijo.;Positivo
I love working out, toda a gente que me conhece sabe isso, mas é horrível cuz I'm allergic to my own sweat :);Positivo
passei a madrugada bebendo e comendo brigadeiro e coxinha tô c infecção estomacal valeu a pena :);Positivo
@almaradona Fico então a aguardar que surja essa oportunidade, para tirarmos teimas :);Positivo
@AnaBranc0 Bom dia Ana. :);Positivo
@alxrias quem fez esse tuíte pegou um monte de informações verdadeiras e largou aleatoriamente sem qualquer explicação fazendo depressão parecer cosia de gente preguiçosa se quiser, eu te explico no privado pq os itens são verdadeiros :) (menos netflix);Positivo
@ines_alves3 Que linda :);Positivo
@BottomNerdy2 hshsh :);Positivo
Mano , o q é se passa cmg??!! Ando a ouvir bué rap e trap :))));Positivo
@GiuliaLunardi Mês que vem dá :);Positivo
Compartilha :D https://t.co/UPIGPCQCo0;Positivo
@ChromusMaster olá! Qual é o número do seu CPF por favor? Já te respondo. :);Positivo
Estraguei o meu biquíni amarelo :);Positivo
Bom dia!! :) Que tal assistir algum vídeo do meu canal no Youtube? https://t.co/eYt0Y2wKNg;Positivo
@brunosalgueiro_ @vquaiato @GuiaBolso @ynab @organizze Tô no trial, mas quero começar a usar o pago, tá me atendendo bem! :);Positivo
@Lacxsu Ia para te mandar um vídeo de fandom de KPop mas n encontro oque eu queria te mostrar, Fuuuuuck De qualquer forma, tu escreves koreaboo cringe compilation e achas muita merda :D;Positivo
@b0rnforthis_ não é aquela opção autoplay? dá pra desativar :));Positivo
@edja13 Olá! Vc consegue saber mais informações neste link aqui para conhecer mais sobri e nosso cartão Luiza https://t.co/lNM6deI3JW , tá? :);Positivo
"FORTNITE | ""macaco velho não mete a mão em cumbuca."" :D: https://t.co/REhaE8cwd4 via @YouTube";Positivo
@carlosgpinto se olhares com atenção, uma das equipas nem é um clube de futebol. estranho não? será que isso tem influência no número de adeptos? mas sugiro q vejas a apresentação do Belenenses, cheira-me que o Restelo vai tar bem mais preenchido :);Positivo
Hoje até fiz o almoço :);Positivo
@happiness1906 olá :) estive com esse livro nas mãos há poucos dias. Quando leres umas paginas diz se é interessante. Se bem que deve ser um bocado pesado (e não me refiro ao facto de ter muitas paginas);Positivo
@franciscooleaoo obrigada :);Positivo
Eu durmo coberta na mesma, e com tudo fechado, bom dia :) https://t.co/NVXFwFi0RU;Positivo
@poeiras27 @anarita__30 Pois não :);Positivo
@InesBaduff @hugodmpires @bsapessoa04 Amigo e pita? *Puto e era se fosse :);Positivo
@nubank Tudo bem, entendo :);Positivo
@FCDavidAlmeida ahahahahahaha, podes ser mais criativo :D, dizer que vais fumar um cigarro e não voltar passado 20 anos;Positivo
@Blondinne_ @jules_towers Então o mito não caiu faz tempo, o mito tá aí. :);Positivo
Se soubesse não tinha mandado nada :);Positivo
Minha avó: vai de Uber Eu: nn, rlx, vou de trem Aí o trem chega aqui lotado e eu não pego :);Positivo
@signosdazueira Cadê aquário ? Somos um amorzinho :);Positivo
@madalienn @Fabio_Bambi um gajo tem umas ideias porreiras de vez em quando :);Positivo
@AguidaMaiara Trecho da música Estrondo, de Plutão já foi planeta :D é mt massaaaa;Positivo
Adivinhem quem vai voltar ao LOL :);Positivo
@AllanaArruda_ Só chamar na DM :D;Positivo
se eu já te indiquei alguma musica sinta-se especial :) https://t.co/7rCywR0Ul9;Positivo
Mais uma desilusao :);Positivo
@TuLeizyForANeim @the_muffins_pt vou para a fila AC e tenho os lugares 23, 25, 27, 29 e 31 :) e tu?;Positivo
